,c_code_1,state_name_abb_a,year,num_conflicts,avg_with,avg_against,avg_cum_duration,num_wars,origin_participant_pct,ongoing_2010,revision_pct,avg_hostility_level,revision_type_mode,state_fatality_bin_mode,outcome_mode,settlement_type_mode
1114,640,TUR,1921,4,1.0,1.0,1.6945205479452055,2,1.0,0.0,0.0,4.25,N/A,None Value,Victory for State A,Negotiated
1115,145,BOL,1921,1,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1116,94,COS,1921,1,2.0,1.0,0.5506849315068493,0,1.0,0.0,1.0,4.0,Territory,,Yield by State B,None Value
1117,325,ITA,1922,3,4.333333333333333,1.6666666666666667,0.058447488584474884,0,1.0,0.0,1.0,2.6666666666666665,Policy,None Value,Stalemate,None Value
1118,255,GMY,1922,1,2.0,1.0,0.38082191780821917,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
1119,740,JPN,1922,1,1.0,1.0,2.56986301369863,0,1.0,0.0,1.0,4.0,Policy,None Value,Yield by State B,None Value
1120,700,AFG,1922,1,1.0,1.0,0.3287671232876712,0,1.0,0.0,1.0,3.0,Policy,None Value,Yield by State B,None Value
1121,365,RUS,1922,4,1.0,1.0,0.9123287671232877,0,1.0,0.0,0.25,2.75,N/A,None Value,Yield by for State A,None Value
1122,220,FRN,1922,3,2.3333333333333335,1.0,0.15159817351598173,0,1.0,0.0,1.0,3.3333333333333335,Policy,None Value,['Compromise' 'N/A' 'Yield by State B'],['N/A' 'Negotiated' 'None Value']
1123,350,GRC,1922,3,1.6666666666666667,1.0,1.1506849315068493,1,1.0,0.0,0.3333333333333333,2.3333333333333335,N/A,None Value,Yield by for State A,None Value
1124,310,HUN,1922,4,3.5,1.5,0.5041095890410959,0,0.5,0.0,0.0,3.0,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1125,91,HON,1922,1,1.0,1.0,0.5506849315068493,0,1.0,0.0,0.0,4.0,N/A,26-100,Compromise,Negotiated
1126,93,NIC,1922,1,1.0,1.0,0.5506849315068493,0,1.0,0.0,1.0,4.0,Regime/Government,26-100,Compromise,Negotiated
1127,345,YUG,1922,3,4.0,1.6666666666666667,0.35707762557077627,0,1.0,0.0,0.3333333333333333,3.0,N/A,None Value,Stalemate,None Value
1128,305,AUS,1922,5,5.0,2.0,0.054246575342465755,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1129,360,ROM,1922,6,4.5,1.8333333333333333,0.19543378995433788,0,0.16666666666666666,0.0,0.16666666666666666,3.0,N/A,None Value,Stalemate,None Value
1130,200,UKG,1922,4,3.75,1.5,0.09452054794520548,0,0.5,0.0,0.5,3.0,['N/A' 'Policy'],None Value,Stalemate,None Value
1131,640,TUR,1922,4,2.5,1.0,0.9705479452054795,1,1.0,0.0,0.0,2.0,N/A,None Value,Compromise,Negotiated
1132,710,CHN,1922,2,1.0,1.0,0.37534246575342467,0,1.0,0.0,0.5,1.0,['N/A' 'Policy'],None Value,['N/A' 'Victory for State B'],['Imposed' 'N/A']
1133,315,CZE,1922,2,5.0,2.0,0.052054794520547946,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1134,325,ITA,1923,4,1.0,1.5,0.18972602739726027,0,0.75,0.0,0.75,3.5,Territory,None Value,Compromise,Negotiated
1135,710,CHN,1923,1,1.0,1.0,0.9178082191780822,0,1.0,0.0,1.0,1.0,Policy,None Value,Yield by for State A,Negotiated
1136,365,RUS,1923,2,1.0,1.0,0.510958904109589,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],None Value,['Released (for seizures)' 'Yield by State B'],Negotiated
1137,355,BUL,1923,1,1.0,1.0,0.3863013698630137,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,None Value
1138,530,ETH,1923,1,1.0,1.0,0.5808219178082191,0,1.0,0.0,0.0,1.0,N/A,None Value,Victory for State B,Imposed
1139,220,FRN,1923,2,1.5,2.0,0.46164383561643835,0,1.0,0.0,0.5,4.0,['N/A' 'Policy'],None Value,Compromise,Negotiated
1140,211,BEL,1923,1,2.0,1.0,0.4986301369863014,0,0.0,0.0,0.0,4.0,N/A,None Value,Compromise,Negotiated
1141,368,LIT,1923,3,1.0,3.0,0.01004566210045662,0,1.0,0.0,1.0,2.0,Territory,,Compromise,Negotiated
1142,350,GRC,1923,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by State B,Negotiated
1143,255,GMY,1923,2,2.0,1.0,0.7041095890410959,0,1.0,0.0,0.0,1.0,N/A,None Value,Compromise,Negotiated
1144,310,HUN,1923,2,2.0,1.0,1.0547945205479452,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1145,360,ROM,1923,1,2.0,1.0,1.0547945205479452,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
1146,345,YUG,1923,3,1.3333333333333333,1.0,0.5095890410958904,0,1.0,0.0,0.6666666666666666,2.3333333333333335,Policy,None Value,['Compromise' 'Stalemate' 'Yield by State B'],None Value
1147,200,UKG,1923,3,1.6666666666666667,1.6666666666666667,0.3232876712328767,0,0.6666666666666666,0.0,0.3333333333333333,3.3333333333333335,N/A,None Value,Compromise,Negotiated
1148,145,BOL,1923,1,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1149,150,PAR,1923,1,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1150,640,TUR,1923,1,3.0,1.0,0.8575342465753425,0,1.0,0.0,0.0,1.0,N/A,None Value,Compromise,Negotiated
1151,150,PAR,1924,1,1.0,1.0,0.4191780821917808,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1152,325,ITA,1924,1,1.0,1.0,0.5863013698630137,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1153,145,BOL,1924,1,1.0,1.0,0.4191780821917808,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1154,640,TUR,1924,1,1.0,1.0,0.5863013698630137,0,1.0,0.0,1.0,1.0,Policy,None Value,Stalemate,None Value
1155,700,AFG,1925,1,1.0,1.0,0.038356164383561646,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
1156,350,GRC,1925,2,1.0,1.0,0.12465753424657534,0,1.0,0.0,1.0,3.5,Policy,None Value,['Compromise' 'Stalemate'],Negotiated
1157,355,BUL,1925,1,1.0,1.0,0.024657534246575342,0,1.0,0.0,0.0,4.0,N/A,,Stalemate,Negotiated
1158,325,ITA,1925,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,0.0,1.0,N/A,None Value,N/A,N/A
1159,365,RUS,1925,1,1.0,1.0,0.038356164383561646,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1160,710,CHN,1925,1,1.0,1.0,0.052054794520547946,0,1.0,0.0,0.0,1.0,N/A,None Value,Unclear,Unclear
1161,220,FRN,1925,2,1.5,1.0,0.07123287671232877,0,0.5,0.0,0.5,2.0,['N/A' 'Policy'],None Value,N/A,N/A
1162,200,UKG,1925,1,2.0,1.0,0.3315068493150685,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
1163,740,JPN,1925,1,1.0,1.0,0.052054794520547946,0,1.0,0.0,0.0,3.0,N/A,None Value,Unclear,Unclear
1164,640,TUR,1925,3,1.6666666666666667,1.0,0.2045662100456621,0,1.0,0.0,0.6666666666666666,3.0,Territory,None Value,N/A,N/A
1165,325,ITA,1926,5,2.2,1.0,0.04657534246575343,0,0.8,0.0,0.2,2.0,N/A,None Value,Stalemate,None Value
1166,640,TUR,1926,2,2.0,1.0,0.4136986301369863,0,1.0,0.0,1.0,3.0,Territory,None Value,Compromise,Negotiated
1167,710,CHN,1926,7,7.0,1.0,0.005088062622309198,0,1.0,0.0,0.0,4.0,N/A,1-25,Yield by for State A,None Value
1168,255,GMY,1926,1,7.0,1.0,0.0027397260273972603,0,0.0,0.0,0.0,2.0,N/A,None Value,Yield by State B,None Value
1169,305,AUS,1926,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1170,2,USA,1926,2,4.0,1.0,0.2,0,0.5,0.0,0.5,3.0,['N/A' 'Regime/Government'],None Value,Yield by State B,['Imposed' 'None Value']
1171,200,UKG,1926,2,4.5,1.0,0.27671232876712326,0,0.5,0.0,0.0,2.5,N/A,None Value,['Compromise' 'Yield by State B'],['Negotiated' 'None Value']
1172,345,YUG,1926,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1173,220,FRN,1926,4,2.75,1.0,0.12602739726027398,0,0.5,0.0,0.5,2.25,['N/A' 'Policy'],None Value,['Compromise' 'N/A' 'Stalemate' 'Yield by State B'],None Value
1174,740,JPN,1926,2,4.0,1.0,0.052054794520547946,0,1.0,0.0,1.0,3.0,Policy,['1-25' 'None Value'],['Stalemate' 'Yield by State B'],['Negotiated' 'None Value']
1175,93,NIC,1926,1,1.0,1.0,0.3972602739726027,0,1.0,0.0,0.0,1.0,N/A,None Value,Yield by for State A,Imposed
1176,700,AFG,1926,1,1.0,1.0,0.20273972602739726,0,1.0,0.0,0.0,4.0,N/A,,Yield by State B,Negotiated
1177,365,RUS,1926,3,3.0,1.0,0.09680365296803653,0,0.6666666666666666,0.0,0.3333333333333333,2.3333333333333335,N/A,None Value,['Stalemate' 'Yield by State B' 'Yield by for State A'],Negotiated
1178,355,BUL,1926,1,1.0,1.0,0.043835616438356165,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1179,360,ROM,1926,1,1.0,1.0,0.043835616438356165,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1180,2,USA,1927,1,7.0,1.0,0.2273972602739726,0,0.0,0.0,1.0,4.0,Policy,,Stalemate,None Value
1181,740,JPN,1927,2,4.0,1.0,0.2945205479452055,0,0.5,0.0,0.0,3.5,N/A,None Value,Stalemate,None Value
1182,220,FRN,1927,3,3.0,1.6666666666666667,0.10502283105022832,0,0.6666666666666666,0.0,0.3333333333333333,2.3333333333333335,N/A,None Value,Stalemate,None Value
1183,365,RUS,1927,1,1.0,1.0,0.22465753424657534,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
1184,710,CHN,1927,9,5.666666666666667,1.0,0.2167427701674277,0,1.0,0.0,0.0,1.6666666666666667,N/A,None Value,Stalemate,None Value
1185,90,GUA,1927,1,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1186,230,SPN,1927,2,4.0,2.0,0.09863013698630137,0,0.5,0.0,0.0,2.0,N/A,None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
1187,235,POR,1927,1,7.0,1.0,0.1863013698630137,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1188,150,PAR,1927,2,1.0,1.0,0.0863013698630137,0,1.0,0.0,1.0,3.5,Territory,None Value,['Released (for seizures)' 'Stalemate'],None Value
1189,200,UKG,1927,2,4.0,2.0,0.11917808219178082,0,1.0,0.0,0.5,2.5,['N/A' 'Policy'],None Value,['Compromise' 'Stalemate'],['Negotiated' 'None Value']
1190,325,ITA,1927,5,2.2,2.2,0.05917808219178083,0,0.8,0.0,0.6,2.6,Policy,None Value,Compromise,Negotiated
1191,91,HON,1927,1,1.0,1.0,0.25205479452054796,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1192,145,BOL,1927,2,1.0,1.0,0.0863013698630137,0,1.0,0.0,1.0,3.5,Territory,None Value,['Released (for seizures)' 'Stalemate'],None Value
1193,150,PAR,1928,1,1.0,1.0,0.36164383561643837,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1194,740,JPN,1928,1,1.0,1.0,0.6109589041095891,0,1.0,0.0,0.0,4.0,N/A,1-25,Yield by State B,Negotiated
1195,350,GRC,1928,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1196,91,HON,1928,1,1.0,1.0,0.3780821917808219,0,1.0,0.0,1.0,4.0,Territory,1-25,Compromise,Negotiated
1197,710,CHN,1928,1,1.0,1.0,0.6109589041095891,0,1.0,0.0,0.0,4.0,N/A,101-250,Yield by for State A,Negotiated
1198,145,BOL,1928,1,1.0,1.0,0.36164383561643837,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1199,355,BUL,1928,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,1-25,Stalemate,None Value
1200,90,GUA,1928,1,1.0,1.0,0.3780821917808219,0,1.0,0.0,1.0,4.0,Territory,1-25,Compromise,Negotiated
1201,355,BUL,1929,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1202,710,CHN,1929,1,1.0,1.0,0.5232876712328767,1,1.0,0.0,0.0,5.0,N/A,"1,000+",Victory for State B,Negotiated
1203,91,HON,1929,2,2.0,1.0,0.18082191780821918,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
1204,365,RUS,1929,1,1.0,1.0,0.5232876712328767,1,1.0,0.0,0.0,5.0,N/A,101-250,Victory for State A,Negotiated
1205,145,BOL,1929,1,1.0,1.0,0.7287671232876712,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
1206,93,NIC,1929,1,2.0,1.0,0.3589041095890411,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1207,345,YUG,1929,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1208,150,PAR,1929,1,1.0,1.0,0.7287671232876712,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
1209,2,USA,1929,1,2.0,1.0,0.0027397260273972603,0,0.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1210,145,BOL,1930,1,1.0,1.0,0.030136986301369864,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,Negotiated
1211,140,BRA,1930,1,1.0,1.0,0.27123287671232876,0,1.0,0.0,1.0,4.0,Territory,,Compromise,Negotiated
1212,150,PAR,1930,2,1.0,1.0,0.1506849315068493,0,1.0,0.0,1.0,4.0,Territory,1-25,['Compromise' 'Stalemate'],Negotiated
1213,670,SAU,1931,2,1.0,1.0,0.045205479452054796,0,1.0,0.0,1.0,4.0,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1214,150,PAR,1931,1,1.0,1.0,0.547945205479452,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1215,530,ETH,1931,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,1.0,3.0,Territory,None Value,Stalemate,None Value
1216,145,BOL,1931,1,1.0,1.0,0.547945205479452,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1217,355,BUL,1931,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1218,325,ITA,1931,1,1.0,1.0,0.0821917808219178,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1219,710,CHN,1931,1,1.0,1.0,0.2876712328767123,1,1.0,0.0,0.0,5.0,N/A,None Value,N/A,N/A
1220,678,YAR,1931,2,1.0,1.0,0.045205479452054796,0,1.0,0.0,1.0,3.5,Territory,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1221,740,JPN,1931,1,1.0,1.0,0.2876712328767123,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1222,350,GRC,1931,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,1-25,Stalemate,None Value
1223,200,UKG,1932,1,2.0,1.0,0.038356164383561646,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
1224,150,PAR,1932,1,1.0,1.0,1.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1225,740,JPN,1932,4,1.5,1.0,0.5301369863013699,1,1.0,0.0,0.25,2.75,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1226,670,SAU,1932,1,1.0,1.0,0.2602739726027397,0,1.0,0.0,1.0,4.0,Territory,,Victory for State B,Imposed
1227,710,CHN,1932,1,1.0,1.0,1.2904109589041095,1,1.0,0.0,0.0,5.0,N/A,None Value,N/A,N/A
1228,130,ECU,1932,1,1.0,1.0,0.09863013698630137,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,Negotiated
1229,678,YAR,1932,1,1.0,1.0,0.2602739726027397,0,1.0,0.0,1.0,3.0,Territory,,Victory for State A,Imposed
1230,20,CAN,1932,1,1.0,1.0,0.010958904109589041,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1231,92,SAL,1932,1,1.0,1.0,0.010958904109589041,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1232,145,BOL,1932,1,1.0,1.0,1.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1233,365,RUS,1932,1,1.0,1.0,0.7534246575342466,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
1234,135,PER,1932,3,1.0,1.3333333333333333,0.2484018264840183,0,1.0,0.0,0.6666666666666666,3.0,Territory,None Value,N/A,N/A
1235,140,BRA,1932,2,1.0,2.0,0.31232876712328766,0,1.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
1236,2,USA,1932,1,2.0,1.0,0.038356164383561646,0,1.0,0.0,1.0,3.0,Policy,None Value,Stalemate,None Value
1237,100,COL,1932,2,1.0,1.5,0.3232876712328767,0,1.0,0.0,0.0,2.5,N/A,None Value,N/A,N/A
1238,630,IRN,1933,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,1.0,N/A,None Value,Released (for seizures),None Value
1239,365,RUS,1933,3,1.0,1.0,0.6136986301369863,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
1240,678,YAR,1933,1,1.0,4.0,0.12876712328767123,0,0.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1241,135,PER,1933,2,1.0,1.5,0.7232876712328767,0,1.0,0.0,0.5,2.5,['N/A' 'Territory'],['26-100' 'None Value'],['Compromise' 'Stalemate'],['Negotiated' 'None Value']
1242,670,SAU,1933,1,1.0,4.0,0.12876712328767123,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1243,150,PAR,1933,1,1.0,1.0,2.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1244,740,JPN,1933,3,1.0,1.0,1.2986301369863014,1,1.0,0.0,0.6666666666666666,4.333333333333333,Territory,"['1,000+' '26-100' 'None Value']",Victory for State A,Imposed
1245,710,CHN,1933,3,1.0,1.0,0.7424657534246575,1,1.0,0.0,0.0,3.3333333333333335,N/A,"['1,000+' '26-100' 'None Value']",Victory for State B,Imposed
1246,100,COL,1933,2,1.0,1.5,0.7232876712328767,0,1.0,0.0,0.0,2.5,N/A,['26-100' 'None Value'],['Compromise' 'Stalemate'],['Negotiated' 'None Value']
1247,145,BOL,1933,1,1.0,1.0,2.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1248,2,USA,1933,1,1.0,1.0,0.5041095890410959,0,1.0,0.0,1.0,4.0,Policy,None Value,N/A,N/A
1249,40,CUB,1933,1,1.0,1.0,0.5041095890410959,0,1.0,0.0,0.0,2.0,N/A,None Value,N/A,N/A
1250,140,BRA,1933,2,1.0,2.0,0.7123287671232876,0,1.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1251,645,IRQ,1934,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1252,135,PER,1934,2,1.0,1.0,0.19041095890410958,0,1.0,0.0,1.0,3.5,Territory,None Value,['N/A' 'Victory for State A'],['N/A' 'Negotiated']
1253,640,TUR,1934,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,1.0,4.0,Policy,None Value,Yield by State B,Negotiated
1254,365,RUS,1934,3,1.0,1.0,1.0657534246575342,0,1.0,0.0,1.0,4.0,Policy,None Value,Stalemate,None Value
1255,325,ITA,1934,4,1.25,2.25,0.07397260273972603,0,0.75,0.0,0.25,3.25,N/A,None Value,Stalemate,None Value
1256,130,ECU,1934,1,1.0,1.0,0.08493150684931507,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1257,40,CUB,1934,1,1.0,1.0,0.5917808219178082,0,1.0,0.0,0.0,2.0,N/A,None Value,Yield by for State A,None Value
1258,710,CHN,1934,2,1.0,1.0,0.12876712328767123,0,1.0,0.0,0.0,2.5,N/A,None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1259,530,ETH,1934,1,2.0,1.0,0.1095890410958904,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
1260,150,PAR,1934,1,1.0,1.0,3.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1261,700,AFG,1934,1,1.0,1.0,0.0027397260273972603,0,1.0,0.0,0.0,4.0,N/A,None Value,Stalemate,None Value
1262,670,SAU,1934,4,1.0,4.0,0.26301369863013696,1,1.0,0.0,1.0,4.25,Territory,26-100,Unclear,Unclear
1263,345,YUG,1934,1,1.0,2.0,0.019178082191780823,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1264,678,YAR,1934,1,1.0,4.0,0.6082191780821918,1,0.0,0.0,1.0,5.0,Territory,"1,000+",Victory for State B,Negotiated
1265,220,FRN,1934,1,1.0,4.0,0.14794520547945206,0,0.0,0.0,0.0,3.0,N/A,None Value,Unclear,Unclear
1266,630,IRN,1934,2,1.0,1.0,0.043835616438356165,0,1.0,0.0,0.5,2.5,['N/A' 'Territory'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1267,2,USA,1934,1,1.0,1.0,0.5917808219178082,0,1.0,0.0,1.0,4.0,Policy,None Value,Yield by State B,None Value
1268,100,COL,1934,1,1.0,1.0,0.2958904109589041,0,1.0,0.0,0.0,3.0,N/A,None Value,Victory for State B,Negotiated
1269,145,BOL,1934,1,1.0,1.0,3.5506849315068494,1,1.0,0.0,1.0,5.0,Territory,None Value,N/A,N/A
1270,740,JPN,1934,3,1.0,1.0,1.0365296803652968,0,1.0,0.0,0.3333333333333333,3.0,N/A,None Value,N/A,N/A
1271,200,UKG,1934,2,1.0,2.5,0.07534246575342465,0,0.5,0.0,0.0,2.0,N/A,['1-25' 'None Value'],['Unclear' 'Yield by for State A'],['Negotiated' 'Unclear']
1272,255,GMY,1934,1,1.0,2.0,0.019178082191780823,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1273,645,IRQ,1935,1,1.0,1.0,0.1726027397260274,0,1.0,0.0,1.0,4.0,Territory,None Value,Compromise,None Value
1274,130,ECU,1935,1,1.0,1.0,1.084931506849315,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1275,640,TUR,1935,1,1.0,1.0,0.021917808219178082,0,1.0,0.0,1.0,3.0,Other,None Value,Stalemate,None Value
1276,135,PER,1935,1,1.0,1.0,1.084931506849315,0,1.0,0.0,1.0,4.0,Territory,None Value,N/A,N/A
1277,710,CHN,1935,3,1.0,1.0,0.12054794520547946,0,1.0,0.0,0.0,4.0,N/A,['1-25' '26-100'],Yield by for State A,['Imposed' 'Negotiated' 'None Value']
1278,150,PAR,1935,1,1.0,1.0,4.3863013698630136,1,1.0,0.0,1.0,5.0,Territory,"1,000+",Stalemate,None Value
1279,530,ETH,1935,1,2.0,1.0,1.1095890410958904,1,1.0,0.0,0.0,5.0,N/A,None Value,N/A,N/A
1280,365,RUS,1935,2,1.5,1.0,1.5328767123287672,0,0.5,0.0,0.5,4.0,['N/A' 'Policy'],None Value,['N/A' 'Stalemate'],['N/A' 'None Value']
1281,92,SAL,1935,1,1.0,1.0,0.09315068493150686,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
1282,630,IRN,1935,1,1.0,1.0,0.1726027397260274,0,1.0,0.0,1.0,4.0,Territory,None Value,Compromise,None Value
1283,145,BOL,1935,1,1.0,1.0,4.3863013698630136,1,1.0,0.0,1.0,5.0,Territory,"1,000+",Stalemate,None Value
1284,325,ITA,1935,2,2.0,1.0,0.7356164383561644,1,1.0,0.0,1.0,3.0,Territory,None Value,N/A,N/A
1285,90,GUA,1935,1,1.0,1.0,0.09315068493150686,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
1286,200,UKG,1935,1,2.0,1.0,0.36164383561643837,0,0.0,0.0,0.0,3.0,N/A,None Value,N/A,N/A
1287,712,MON,1935,1,2.0,1.0,0.9808219178082191,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
1288,740,JPN,1935,6,1.3333333333333333,1.0,0.734703196347032,0,1.0,0.0,0.8333333333333334,4.0,Territory,['1-25' 'None Value'],['N/A' 'Stalemate' 'Yield by State B'],['N/A' 'None Value']
1289,355,BUL,1935,1,1.0,1.0,0.021917808219178082,0,1.0,0.0,0.0,1.0,N/A,None Value,Stalemate,None Value
1290,255,GMY,1936,4,1.5,1.5,0.1095890410958904,0,1.0,0.0,0.75,2.75,Policy,None Value,Yield by State B,None Value
1291,150,PAR,1936,1,1.0,1.0,0.019178082191780823,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
1292,220,FRN,1936,1,1.0,2.0,0.0027397260273972603,0,1.0,0.0,0.0,3.0,N/A,None Value,Yield by for State A,None Value
1293,365,RUS,1936,3,1.3333333333333333,1.0,0.1726027397260274,0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,['N/A' 'Policy' 'Territory'],None Value,Stalemate,None Value
1294,135,PER,1936,1,1.0,1.0,1.9232876712328768,0,1.0,0.0,1.0,4.0,Territory,None Value,Victory for State A,Imposed
1295,740,JPN,1936,4,1.5,1.0,0.5561643835616439,0,1.0,0.0,0.5,3.75,['N/A' 'Territory'],['1-25' 'None Value'],['Stalemate' 'Yield by State B'],None Value
1296,145,BOL,1936,1,1.0,1.0,0.019178082191780823,0,1.0,0.0,1.0,4.0,Territory,1-25,Stalemate,None Value
1297,325,ITA,1936,3,2.3333333333333335,1.0,0.8694063926940638,1,1.0,0.0,1.0,3.3333333333333335,Territory,"1,000+",['N/A' 'Stalemate' 'Victory for State A'],['Imposed' 'N/A' 'None Value']
1298,130,ECU,1936,1,1.0,1.0,1.9232876712328768,0,1.0,0.0,1.0,4.0,Territory,None Value,Victory for State B,Imposed
1299,710,CHN,1936,1,1.0,1.0,0.4767123287671233,0,1.0,0.0,0.0,4.0,N/A,1-25,Stalemate,None Value
1300,712,MON,1936,1,2.0,1.0,1.2328767123287672,0,1.0,0.0,0.0,4.0,N/A,,Yield by for State A,None Value
1301,235,POR,1936,1,3.0,1.0,0.4191780821917808,0,0.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
1302,200,UKG,1936,1,2.0,1.0,0.7205479452054795,0,0.0,0.0,0.0,3.0,N/A,None Value,Stalemate,None Value
1303,211,BEL,1936,1,1.0,2.0,0.0027397260273972603,0,1.0,0.0,0.0,3.0,N/A,None Value,Yield by for State A,None Value
1304,230,SPN,1936,3,3.0,1.0,0.42648401826484017,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
1305,530,ETH,1936,1,2.0,1.0,1.4575342465753425,1,1.0,0.0,0.0,5.0,N/A,"1,000+",Victory for State B,Imposed
1306,230,SPN,1937,3,3.0,1.0,1.4264840182648402,0,1.0,0.0,0.0,4.0,N/A,None Value,N/A,N/A
