,year,c_code_1,state_name_1,total_protestant,total_catholic,total_christian,total_jewish,total_sunni,total_shia,total_islam,total_buddhist,total_hindu,total_sikh,total_shinto,total_non_religious
652,1990,338,MLT,650,338000,350140,50,0,0,1250,0,40,0,0,2000
653,1995,338,MLT,760,350450,365041,53,0,0,1093,0,40,0,0,3906
654,2000,338,MLT,1469,369550,371280,97,0,0,728,9,0,0,0,7780
655,2005,338,MLT,994,381021,387285,58,0,0,2838,810,42,0,0,6500
656,2010,338,MLT,4129,396394,401633,60,0,0,4122,0,0,0,0,6200
657,1945,339,ALB,0,143053,375404,589,0,0,744990,0,0,0,0,301
658,1950,339,ALB,0,135000,410000,501,0,0,799500,0,0,0,0,4997
659,1955,339,ALB,0,127400,434972,426,0,0,857998,0,0,0,0,82740
660,1960,339,ALB,0,119200,452338,351,0,0,916497,0,0,0,0,241650
661,1965,339,ALB,0,112200,499003,275,0,0,974995,0,0,0,0,392700
662,1970,339,ALB,530,163400,589599,200,0,0,1033493,0,0,0,0,512640
663,1975,339,ALB,810,214400,701151,255,0,0,1091992,0,0,0,0,607600
664,1980,339,ALB,1100,265000,814313,310,0,0,1150490,0,0,0,0,702720
665,1985,339,ALB,3050,325270,881265,307,0,0,1271510,0,0,0,0,797760
666,1990,339,ALB,5000,423280,976398,305,0,0,1367520,0,0,0,0,892800
667,1995,339,ALB,5037,505260,1049187,302,0,0,1948860,0,0,0,0,604338
668,2000,339,ALB,0,249040,715990,300,1958077,93390,2051467,0,0,0,0,340000
669,2005,339,ALB,0,402519,837479,299,1843870,87942,1931812,0,0,0,0,345200
670,2010,339,ALB,0,419535,685221,0,1917315,95865,2013180,0,0,0,0,481586
671,2010,341,MNG,1200,21624,478002,0,0,0,120289,119,0,0,0,28400
672,1995,343,MAC,1215,7405,1216107,956,0,0,658375,0,0,0,0,87389
673,2000,343,MAC,520,7013,1318658,0,674499,0,674499,0,0,0,0,30000
674,2005,343,MAC,2884,23188,1314733,0,688931,0,688931,0,0,0,0,34537
675,2010,343,MAC,5248,39363,1310808,0,703363,0,703363,0,0,0,0,39075
676,1995,344,CRO,27233,3595130,4188925,810,0,0,85130,0,0,0,0,341728
677,2000,344,CRO,11918,3934814,4154923,498,57231,0,57231,0,0,0,0,200800
678,2005,344,CRO,13523,3876063,4098533,526,61127,0,61127,0,0,0,0,225400
679,2010,344,CRO,15129,3817311,4042145,553,65023,0,65023,0,0,0,0,250000
680,1945,345,YUG,138922,4897200,11967671,68405,0,0,1549371,0,0,0,0,1187200
681,1950,345,YUG,148000,5383000,12701040,27298,0,0,1796480,0,0,0,0,1716330
682,1955,345,YUG,157671,5553523,13123139,25617,0,0,2083000,0,0,0,0,2207394
683,1960,345,YUG,180000,5991786,13994835,23937,0,0,2201696,0,0,0,0,2180575
684,1965,345,YUG,285561,6430050,14949764,22256,0,0,2320392,0,0,0,0,2190756
685,1970,345,YUG,391123,6759433,15796983,20575,0,0,2439088,0,0,0,0,2110938
686,1975,345,YUG,310061,7088817,16458311,14337,0,0,2557784,0,0,0,0,2236119
687,1980,345,YUG,229000,7518200,17319639,8100,0,0,2676480,0,0,0,0,2243300
688,1985,345,YUG,232330,7499680,17437387,6300,0,0,2755920,0,0,0,0,2908000
689,1990,345,YUG,235660,7381206,17356386,5576,0,0,2837717,0,0,0,0,3572700
690,1995,345,YUG,185470,421880,7885123,4852,0,0,2003930,0,0,0,0,632820
691,2000,345,YUG,111602,583193,9757747,1113,289072,51012,340084,0,0,0,0,470000
692,2005,345,YUG,81603,426432,7134892,814,211370,37300,248670,0,0,0,0,343665
693,2010,345,YUG,72336,362228,6652741,586,192200,33917,226117,0,0,0,0,385000
694,1995,346,BOS,179360,717440,2286840,423,1793600,0,1810051,0,0,0,0,222174
695,2000,346,BOS,158880,595800,1986000,1037,1588800,0,1588800,0,0,0,0,302000
696,2005,346,BOS,98558,584684,1987185,1028,1654753,0,1654753,0,0,0,0,200000
697,2010,346,BOS,38237,573569,1988372,1019,1720707,0,1720707,0,0,0,0,112000
698,2010,347,KOS,0,38306,64054,0,0,0,1657720,0,0,0,0,10238
699,1995,349,SLV,19711,1491000,1780836,330,0,0,47700,0,0,0,0,142635
700,2000,349,SLV,16315,1500000,1580712,100,48019,0,48019,0,0,0,0,201766
701,2005,349,SLV,18426,1407188,1478349,152,54815,0,54815,0,0,0,0,347328
702,2010,349,SLV,20537,1314376,1375987,205,61611,0,61611,0,0,0,0,492891
703,1945,350,GRC,6684,28784,7218442,8500,0,0,73000,0,0,0,0,0
704,1950,350,GRC,7034,28430,7439871,6325,0,0,112665,0,0,0,0,121
705,1955,350,GRC,15017,47453,7843845,6062,0,0,110332,0,0,0,0,3848
706,1960,350,GRC,23000,66477,8204821,5800,0,0,108000,0,0,0,0,7574
707,1965,350,GRC,30825,70500,8416821,4799,0,0,119068,0,0,0,0,9301
708,1970,350,GRC,37650,73167,8648876,3799,0,0,125136,0,0,0,0,11000
709,1975,350,GRC,76475,60833,8867546,3849,0,0,132068,0,0,0,0,17513
710,1980,350,GRC,94300,48500,9467466,3900,0,0,134000,0,0,0,0,20000
711,1985,350,GRC,58050,53750,9635980,5250,0,0,150000,0,0,0,0,90000
712,1990,350,GRC,21800,59000,9754560,6600,0,0,202500,0,0,0,0,160000
713,1995,350,GRC,0,66347,10021758,6009,0,0,235000,0,0,0,0,189449
714,2000,350,GRC,78063,48607,10176670,4860,200000,20000,220000,0,0,0,0,190000
715,2005,350,GRC,80420,50000,10580420,5500,210000,30000,240000,0,0,0,0,250000
716,2010,350,GRC,81979,50969,10682948,5648,240000,32000,272000,0,0,0,0,295000
717,1960,352,CYP,0,0,452000,0,0,0,105000,0,0,0,0,0
718,1965,352,CYP,0,6650,474000,0,0,0,112000,0,0,0,0,0
719,1970,352,CYP,3086,6282,458383,30,0,0,113363,0,0,0,0,10848
720,1975,352,CYP,5133,6791,471111,60,0,0,114727,0,0,0,0,11874
721,1980,352,CYP,7150,7000,481510,90,0,0,116090,0,0,0,0,12900
722,1985,352,CYP,5465,7650,494760,120,0,0,128000,0,0,0,0,15100
723,1990,352,CYP,3750,8000,505680,150,0,0,129390,0,0,0,0,17300
724,1995,352,CYP,3690,8999,519135,145,0,0,155523,0,0,0,0,24928
725,2000,352,CYP,0,11436,559042,141,175000,0,175000,0,0,0,0,40000
726,2005,352,CYP,0,12959,576604,144,169999,0,169999,0,0,0,0,33028
727,2010,352,CYP,0,14481,606674,147,164999,0,164999,0,0,0,0,26056
728,1945,355,BUL,7789,38825,5948011,43336,0,0,935418,39,0,0,0,11545
729,1950,355,BUL,15271,40000,6063779,11022,0,0,806000,0,0,0,0,370045
730,1955,355,BUL,23607,67715,5989532,8511,0,0,760435,0,0,0,0,739545
731,1960,355,BUL,45243,79430,6011123,6000,0,0,714870,0,0,0,0,1133046
732,1965,355,BUL,56878,82010,5853578,6498,0,0,824435,0,0,0,0,1506546
733,1970,355,BUL,84900,84900,5997430,6996,0,0,934000,0,0,0,0,1535046
734,1975,355,BUL,61607,86417,6304622,6998,0,0,1043030,0,0,0,0,1329123
735,1980,355,BUL,58000,88620,6719485,7000,0,0,1152060,0,0,0,0,970200
736,1985,355,BUL,53000,87100,6521083,5600,0,0,1131177,0,0,0,0,1188601
737,1990,355,BUL,80000,75000,6884000,4200,0,0,1110295,0,0,0,0,907003
738,1995,355,BUL,45872,74060,6629941,4053,0,0,1092780,0,0,0,0,625404
739,2000,355,BUL,0,0,6876100,3907,879258,119898,999156,0,0,0,0,325000
740,2005,355,BUL,21000,32059,6403059,2953,899629,85949,985578,0,0,0,0,340837
741,2010,355,BUL,42000,64119,6206119,2000,920000,52000,972000,0,0,0,0,356674
742,1995,359,MLD,78800,0,4122440,50299,0,0,31819,0,0,0,0,141920
743,2000,359,MLD,0,0,4125000,65700,0,0,0,0,0,0,0,150000
744,2005,359,MLD,69832,53717,3318141,7500,64119,0,64119,0,0,0,0,390000
745,2010,359,MLD,100000,95500,2925500,3900,128238,0,128238,0,0,0,0,500000
746,1945,360,ROM,820800,957600,12996000,131707,0,0,163540,0,0,0,0,324182
747,1950,360,ROM,1030000,1111083,15516103,138795,0,0,179421,0,0,0,0,469330
748,1955,360,ROM,1025000,1159236,16266101,146264,0,0,196844,0,0,0,0,708608
749,1960,360,ROM,1020000,1207389,17016099,143132,0,0,214267,0,0,0,0,987887
750,1965,360,ROM,1015000,1250542,17631097,140000,0,0,231689,0,0,0,0,1000165
751,1970,360,ROM,1010000,1303694,18516094,110000,0,0,249112,0,0,0,0,1376443
752,1975,360,ROM,1005000,1351847,19180047,90000,0,0,200816,0,0,0,0,1735722
753,1980,360,ROM,1000000,1400000,19798540,65000,0,0,152520,0,0,0,0,1985000
754,1985,360,ROM,1160294,1280971,20641540,40000,0,0,40000,0,0,0,0,1992500
755,1990,360,ROM,1220589,1161942,21180551,9670,0,0,45928,0,0,0,0,1965000
756,1995,360,ROM,1290860,1139146,21446333,8217,0,0,61592,0,0,0,0,1150260
757,2000,360,ROM,1282970,1057013,21984877,7500,67257,0,67257,0,0,0,0,230000
758,2005,360,ROM,1301467,1017661,21407729,8500,76128,0,76128,0,0,0,0,260000
759,2010,360,ROM,1319965,978310,20899522,9500,85000,0,85000,0,0,0,0,350000
760,1945,365,RUS,3778175,1702127,59509308,4043462,0,0,25578947,723549,0,0,0,85877000
761,1950,365,RUS,3857122,1900000,61415885,3907628,0,0,26000000,754514,0,0,0,86668696
762,1955,365,RUS,3937719,2350000,65757632,3776357,0,0,28500000,786804,0,0,0,95989444
763,1960,365,RUS,4020000,2700000,70501062,3645085,0,0,30000000,819093,0,0,0,106310192
764,1965,365,RUS,4104000,2938000,74134211,3513814,0,0,30074250,851383,0,0,0,115630940
765,1970,365,RUS,4188000,3176000,77767360,3382543,0,0,30148500,883672,0,0,0,124951688
766,1975,365,RUS,4272000,3414000,75435002,3251271,0,0,30222750,800254,0,0,0,136526617
767,1980,365,RUS,4356000,3652000,73102643,3120000,0,0,30297000,716836,0,0,0,148101547
768,1985,365,RUS,4440000,3890000,70771650,2987095,0,0,31360000,633418,0,0,0,159676476
769,1990,365,RUS,4525619,4143510,68566005,2854190,0,0,28541901,550000,0,0,0,171251405
770,1995,365,RUS,1189565,1477740,32225158,897498,0,0,14777400,552705,0,0,0,93097620
771,2000,365,RUS,2053384,1078026,105985210,622175,20570760,0,20570760,1796711,0,0,0,17800000
772,2005,365,RUS,2000000,1050000,103229800,606000,20035960,0,20035960,1750000,0,0,0,17200000
773,2010,365,RUS,2096758,1100798,105697556,194000,16482000,0,16482000,0,0,0,0,20000000
774,1995,366,EST,275944,0,647267,1622,0,0,3982,487,487,0,0,794845
775,2000,366,EST,209768,7150,401015,3200,1726,0,1726,774,190,0,0,760000
776,2005,366,EST,179537,6330,390579,2450,1863,0,1863,1087,275,9,0,842500
777,2010,366,EST,149306,5510,380141,1700,2000,0,2000,1401,361,19,0,925000
778,1995,367,LAT,402560,578680,1359175,10389,0,0,6108,121,723,0,0,1132200
779,2000,367,LAT,414852,500424,1285590,6005,300,0,300,100,500,0,0,1050000
780,2005,367,LAT,471530,500000,1324373,6100,380,0,380,87,127,0,0,950000
781,2010,367,LAT,787002,541646,1772369,6000,320,0,320,167,205,0,0,450000
782,1995,368,LIT,39451,2813400,3172884,5681,0,0,7614,788,631,0,0,520100
783,2000,368,LIT,35573,2899414,3115606,5500,3012,0,3012,429,279,0,0,475000
784,2005,368,LIT,31485,2732144,2935356,5750,2869,0,2869,214,139,0,0,450000
785,2010,368,LIT,27397,2564874,2755107,6000,2727,0,2727,0,0,0,0,505000
786,1995,369,UKR,1004723,3407116,39860991,242562,0,0,995335,19335,4969,8281,0,10135400
787,2000,369,UKR,1009120,3481464,41626200,151368,353192,0,353192,50456,0,0,0,8200000
788,2005,369,UKR,700873,701775,39703750,143162,393000,0,393000,0,0,0,0,7500000
789,2010,369,UKR,874104,184021,39196664,67000,456000,0,456000,46005,0,0,0,6200000
790,1995,370,BLR,102810,1439340,7159892,29500,0,0,15000,1329,0,0,0,2950000
791,2000,370,BLR,100280,1061795,5989515,27350,0,0,16000,664,0,0,0,4200000
792,2005,370,BLR,97750,684250,4892500,25200,0,0,17000,0,0,0,0,4822500
793,2010,370,BLR,111798,670788,5394257,12000,0,0,19000,0,0,0,0,3900595
794,1995,371,ARM,0,269285,3288527,706,0,0,8316,210,0,0,0,459000
795,2000,371,ARM,41617,197137,3416610,821,0,0,750,0,0,0,0,60000
796,2005,371,ARM,22379,119888,3054651,599,0,0,850,0,0,0,0,110000
797,2010,371,ARM,0,0,3086654,565,0,0,1000,0,0,0,0,112300
798,1995,372,GRG,15187,37940,4581948,19753,0,0,595870,0,0,0,0,216680
799,2000,372,GRG,0,39744,4406616,13750,458374,0,458374,0,0,0,0,75800
800,2005,372,GRG,15200,35860,3851060,12875,434000,0,434000,0,0,0,0,175000
801,2010,372,GRG,60401,31977,3553010,12000,440787,0,440787,0,0,0,0,390000
802,1995,373,AZE,2681,47,291437,22951,1990861,4747438,6738299,0,0,0,0,430898
803,2000,373,AZE,4200,0,236459,12500,2784240,4176360,6960600,0,0,0,0,455000
804,2005,373,AZE,5000,0,228500,10000,2819712,5236608,8056320,0,0,0,0,75000
805,2010,373,AZE,3200,0,218200,8000,1289285,7305949,8595234,0,0,0,0,175000
806,1945,375,FIN,3663720,1109,3738694,1517,0,0,570,0,0,0,0,77534
807,1950,375,FIN,3808550,1446,3888684,1506,0,0,640,0,0,0,0,112252
808,1955,375,FIN,3953133,1784,4031299,1494,0,0,710,0,0,0,0,155465
809,1960,375,FIN,4089699,2121,4169858,1483,0,0,781,0,0,0,0,198679
810,1965,375,FIN,4226264,2458,4308416,1471,0,0,851,0,0,0,0,241892
811,1970,375,FIN,4260550,2795,4323418,1460,0,0,921,0,0,0,0,248724
812,1975,375,FIN,4282299,3133,4342197,1475,0,0,930,0,0,0,0,310926
813,1980,375,FIN,4311560,3470,4367880,1490,0,0,940,0,0,0,0,372840
814,1985,375,FIN,4357878,3604,4410722,1370,0,0,4370,0,0,0,0,441180
815,1990,375,FIN,4377708,4801,4437525,1250,0,0,7800,2000,0,0,0,508572
816,1995,375,FIN,4382664,5999,4444851,1241,0,0,12181,2677,0,0,0,618068
817,2000,375,FIN,4404776,7196,4468908,1232,0,0,16563,3354,0,0,0,667704
818,2005,375,FIN,4364672,0,4422378,1249,0,0,23712,4879,0,0,0,771162
819,2010,375,FIN,4199939,0,4258941,1277,0,0,24245,4988,0,0,0,890650
820,1945,380,SWD,6404458,0,6404458,13880,0,0,0,0,0,0,0,199200
821,1950,380,SWD,6657000,0,6657000,14094,0,0,0,0,0,0,0,352350
822,1955,380,SWD,6919500,4000,6923500,14311,0,0,0,0,0,0,0,290480
823,1960,380,SWD,7182000,29000,7211000,14527,0,0,0,0,0,0,0,224400
824,1965,380,SWD,7371210,35500,7406710,14744,0,0,0,0,0,0,0,309360
825,1970,380,SWD,7540420,50000,7610420,14960,0,0,2453,300,0,0,0,402150
826,1975,380,SWD,7555280,74117,7664397,15430,0,0,5226,6368,0,0,0,491580
827,1980,380,SWD,7550140,92353,7714093,15900,0,0,8000,12436,0,0,0,551700
828,1985,380,SWD,7545000,104246,7739016,15700,0,0,72500,18505,0,0,0,501000
829,1990,380,SWD,7583000,142893,7833833,15500,0,0,137000,24573,0,0,0,513540
830,1995,380,SWD,7672720,159356,7933826,15813,0,0,205268,30641,0,0,0,618170
831,2000,380,SWD,7484400,150236,7734793,20031,350550,0,350550,3505,3505,0,0,792990
832,2005,380,SWD,7385100,145000,7630100,19250,350000,0,350000,15000,8500,1000,0,993300
833,2010,380,SWD,6377734,187580,7133814,19781,562741,0,562741,0,0,0,0,1500643
834,1945,385,NOR,3044250,4905,3051167,559,0,0,124,0,0,0,0,23058
835,1950,385,NOR,3232350,4753,3240433,836,0,0,402,0,0,0,0,23087
836,1955,385,NOR,3321615,5949,3333509,838,0,0,1300,0,0,0,0,68540
837,1960,385,NOR,3410880,7145,3426585,841,0,0,2198,0,0,0,0,107430
838,1965,385,NOR,3499620,8342,3519138,870,0,0,3095,0,0,0,0,148920
839,1970,385,NOR,3566840,9538,3590168,899,0,0,3993,100,0,0,0,232620
840,1975,385,NOR,3595893,10734,3623033,924,0,0,4096,7027,0,0,0,320560
841,1980,385,NOR,3624947,11930,3655897,950,0,0,4200,13955,0,0,0,367740
842,1985,385,NOR,3654000,25215,3713291,885,0,0,9059,20882,0,0,0,373770
843,1990,385,NOR,3732000,38500,3819633,820,0,0,13919,27809,0,0,0,339280
844,1995,385,NOR,3861000,41575,3962924,821,0,0,18778,34737,0,0,0,261540
845,2000,385,NOR,3839900,42000,3956900,1200,62000,0,62000,40000,0,2000,0,326000
846,2005,385,NOR,4043642,43273,4168814,1300,76621,0,76621,9505,3782,2306,0,345000
847,2010,385,NOR,3939303,67342,4103723,823,99500,0,99500,13450,5203,1042,0,540000
848,1945,390,DEN,3959200,18317,3986493,5785,0,0,0,0,0,0,0,15423
849,1950,390,DEN,4194765,24211,4232956,6021,0,0,0,0,0,0,0,30018
850,1955,390,DEN,4333232,32001,4384058,6266,0,0,0,0,0,0,0,48421
851,1960,390,DEN,4464700,35790,4522160,6510,0,0,0,0,0,0,0,51825
852,1965,390,DEN,4601770,47580,4676866,6755,0,0,0,0,0,0,0,74228
853,1970,390,DEN,4731840,49290,4824090,6999,0,0,9977,1001,0,0,0,85631
854,1975,390,DEN,4707130,44468,4804803,7124,0,0,12488,3569,0,0,0,170353
855,1980,390,DEN,4682420,39645,4783315,7250,0,0,13000,6137,0,0,0,197076
856,1985,390,DEN,4657710,34823,4780328,6975,0,0,34000,8705,0,0,0,223798
857,1990,390,DEN,4633000,30000,4777340,6700,0,0,55000,11272,3400,0,0,250520
858,1995,390,DEN,4537618,32043,4703433,6737,0,0,108747,13840,5564,0,0,356035
859,2000,390,DEN,4510306,32959,4551334,6159,169540,4967,174507,3941,0,0,0,435000
860,2005,390,DEN,4493363,35865,4544945,7000,200000,0,200000,4423,0,0,0,471500
861,2010,390,DEN,4481602,37964,4527237,2153,215000,7000,222000,4487,206,0,0,560000
862,1945,395,ICE,125130,176,126571,0,0,0,0,0,0,0,0,2326
863,1950,395,ICE,139140,400,140694,0,0,0,0,0,0,0,0,2242
864,1955,395,ICE,153100,907,155678,0,0,0,0,0,0,0,0,2161
865,1960,395,ICE,170600,1413,173900,0,0,0,0,0,0,0,0,2080
866,1965,395,ICE,184300,1920,188324,0,0,0,0,0,0,0,0,1999
867,1970,395,ICE,195880,2006,200685,0,0,0,0,0,60,0,0,2192
868,1975,395,ICE,209700,2092,214986,0,0,0,0,0,80,0,0,2354
869,1980,395,ICE,218230,2178,224507,0,0,0,0,0,100,0,0,2610
870,1985,395,ICE,227020,2264,234000,0,0,0,0,0,125,0,0,3049
871,1990,395,ICE,235110,2350,246069,0,0,0,50,0,150,0,0,3529
872,1995,395,ICE,244305,2670,257027,0,0,0,221,0,440,0,0,3923
873,2000,395,ICE,260686,3883,268427,0,0,0,135,455,0,0,0,6037
874,2005,395,ICE,267015,5834,277615,0,0,0,321,597,0,0,0,7211
875,2010,395,ICE,275000,9647,290063,0,0,0,1589,1087,0,0,0,10309
876,1975,402,CAP,7400,285000,292500,0,0,0,0,0,0,0,0,2000
877,1980,402,CAP,8600,275280,289800,0,0,0,0,0,0,0,0,2200
878,1985,402,CAP,9550,309690,325900,0,0,0,0,0,0,0,0,2400
879,1990,402,CAP,10500,313520,327320,0,0,0,7600,0,0,0,0,2600
880,1995,402,CAP,11000,354120,368620,52,0,0,9828,0,0,0,0,2900
881,2000,402,CAP,12840,387859,406199,55,0,0,11856,0,0,0,0,3454
882,2005,402,CAP,20985,411000,438406,0,10200,1200,11400,0,0,0,0,8380
883,2010,402,CAP,21020,422000,450220,0,14200,1000,15200,0,0,0,0,8500
884,1975,403,STP,1500,68920,76950,0,0,0,0,0,0,0,0,0
885,1980,403,STP,2000,79000,91340,0,0,0,0,0,0,0,0,0
886,1985,403,STP,3100,85680,98980,0,0,0,0,0,0,0,0,0
887,1990,403,STP,4200,94300,110000,0,0,0,50,0,0,0,0,900
888,1995,403,STP,5775,97600,116795,0,0,0,54,0,0,0,0,1167
889,2000,403,STP,9790,103842,129632,0,0,0,58,0,0,0,0,4450
890,2005,403,STP,13040,119530,139070,0,0,0,1250,0,0,0,0,3235
891,2010,403,STP,16291,135219,153810,0,0,0,2443,0,0,0,0,2020
892,1975,404,GNB,2440,59546,66700,0,0,0,190100,0,0,0,0,0
893,1980,404,GNB,3200,85910,97160,0,0,0,249920,0,0,0,0,900
894,1985,404,GNB,5100,98955,112970,0,0,0,286770,0,0,0,0,8690
895,1990,404,GNB,7000,102000,115320,0,0,0,318120,0,0,0,0,13600
896,1995,404,GNB,9565,116650,142554,0,0,0,374150,0,0,0,0,14628
897,2000,404,GNB,10500,120000,145500,0,495000,10200,505200,0,0,0,0,15657
898,2005,404,GNB,12411,124112,158866,0,545781,11138,556919,0,0,0,0,19200
899,2010,404,GNB,12119,126500,160848,0,575000,14777,589777,0,0,0,0,24000
900,1970,411,EQG,14899,230712,256908,0,0,0,1301,0,0,0,0,12810
901,1975,411,EQG,14949,182250,197199,0,0,0,1425,0,0,0,0,6000
902,1980,411,EQG,15000,175770,190770,0,0,0,1550,0,0,0,0,7500
903,1985,411,EQG,15050,269520,284570,0,0,0,4255,0,0,0,0,6240
904,1990,411,EQG,15100,303500,318600,0,0,0,6960,0,150,0,0,11000
905,1995,411,EQG,9815,329730,339545,0,0,0,11653,0,188,0,0,11370
906,2000,411,EQG,4530,390000,394530,0,18700,0,18700,0,227,0,0,14500
907,2005,411,EQG,27405,499380,526785,0,24665,0,24665,0,305,0,0,18000
908,2010,411,EQG,34914,588000,622914,0,27500,0,27500,0,349,0,0,24000
909,1965,420,GAM,1150,8080,12997,0,0,0,330000,0,101,0,0,1777
910,1970,420,GAM,1589,9369,14576,0,0,0,385214,0,101,0,0,2011
911,1975,420,GAM,2194,11444,18347,0,0,0,438160,0,100,0,0,2752
912,1980,420,GAM,2800,13500,22100,0,0,0,506850,0,100,0,0,3423
913,1985,420,GAM,2750,17950,31238,0,0,0,667500,0,120,0,0,4259
914,1990,420,GAM,2700,22400,37260,0,0,0,790760,0,140,0,0,5300
915,1995,420,GAM,4279,26272,44806,0,0,0,990900,0,175,0,0,6594
916,2000,420,GAM,6583,29350,39687,0,1161450,13050,1174500,0,211,0,0,7888
917,2005,420,GAM,7576,33776,45673,0,1285000,14360,1299360,0,236,0,0,8711
918,2010,420,GAM,12500,56240,74920,0,1531158,17204,1548362,0,279,0,0,8900
919,1960,432,MLI,10529,37805,51138,0,0,0,3310500,0,0,0,0,2903
920,1965,432,MLI,13887,45760,62999,0,0,0,3703200,0,0,0,0,3492
921,1970,432,MLI,18317,55388,77611,0,0,0,4400377,0,0,0,0,4201
922,1975,432,MLI,24158,72624,96782,0,0,0,5000000,0,0,0,0,4700
923,1980,432,MLI,30000,90000,181800,0,0,0,6312550,0,0,0,0,6080
924,1985,432,MLI,44500,93350,168900,0,0,0,6630740,0,0,0,0,7314
925,1990,432,MLI,59000,96700,156000,0,0,0,7163200,0,0,0,0,8800
926,1995,432,MLI,64775,152826,222939,0,0,0,9557550,0,0,0,0,10586
927,2000,432,MLI,88400,280500,368900,0,9975000,105350,10080350,0,0,0,0,12373
928,2005,432,MLI,74146,251065,325211,0,10550000,57200,10607200,0,0,0,0,11500
929,2010,432,MLI,92809,314259,407068,0,12619133,135689,12754822,0,0,0,0,25200
930,1960,433,SEN,2472,143265,148162,0,1225792,0,2611939,248,0,0,0,79760
931,1965,433,SEN,3294,167752,184398,0,1818156,0,2939249,303,0,0,0,70367
932,1970,433,SEN,4390,196426,229500,0,2696780,0,3646780,371,0,0,0,60973
933,1975,433,SEN,5120,213213,257564,0,3348390,0,4277639,453,0,0,0,51580
934,1980,433,SEN,5850,230000,285630,0,4000000,0,4952910,555,0,0,0,42187
935,1985,433,SEN,6675,281500,320000,0,5903000,0,6118120,678,0,0,0,32793
936,1990,433,SEN,7500,333000,400000,0,6000000,0,6407000,830,0,0,0,23400
937,1995,433,SEN,8073,402317,411998,0,6067756,0,7328829,1015,0,0,0,20441
938,2000,433,SEN,7431,370327,377758,0,8757330,94810,8852140,1242,0,0,0,15200
939,2005,433,SEN,8536,425383,433919,0,10050640,108480,10159120,1300,0,0,0,16700
940,2010,433,SEN,21278,400067,421345,0,11221712,124357,11346069,1631,0,0,0,20144
941,1960,434,BEN,53000,252000,338401,0,0,0,279000,0,0,0,0,113
942,1965,434,BEN,30000,240000,316746,0,0,0,270000,0,0,0,0,255
943,1970,434,BEN,50011,375573,491007,0,0,0,380520,0,0,0,0,573
944,1975,434,BEN,66855,495236,653652,0,0,0,368860,0,0,0,0,1286
945,1980,434,BEN,83700,614900,816300,0,0,0,357200,0,0,0,0,2000
946,1985,434,BEN,160325,690030,1014750,0,0,0,487080,0,0,0,0,4200
947,1990,434,BEN,236950,930000,1306920,0,0,0,870000,0,0,0,0,7200
948,1995,434,BEN,358840,1271170,1837275,0,0,0,1190640,0,0,0,0,11108
949,2000,434,BEN,328176,1670084,2635093,0,1475691,30116,1505807,0,0,0,0,125000
950,2005,434,BEN,581000,1985000,3161071,0,1624048,68185,1692233,0,6198,0,0,283500
951,2010,434,BEN,735000,2145000,3514394,0,2304686,21029,2325715,0,0,0,0,293352
952,1960,435,MAA,29,5830,5868,0,0,0,981090,0,0,0,0,0
953,1965,435,MAA,35,6220,6257,0,0,0,1085040,0,0,0,0,0
954,1970,435,MAA,43,6630,6674,0,0,0,1212494,0,0,0,0,646
955,1975,435,MAA,51,6315,7116,0,0,0,1343580,0,0,0,0,723
956,1980,435,MAA,60,6000,7560,0,0,0,1519980,0,0,0,0,800
957,1985,435,MAA,230,5500,8245,0,0,0,1730680,0,0,0,0,1500
958,1990,435,MAA,400,5000,8930,0,0,0,1972970,0,0,0,0,2200
959,1995,435,MAA,477,4769,8088,0,0,0,2261160,0,0,0,0,2415
960,2000,435,MAA,555,4539,7248,0,2597000,0,2597000,0,0,0,0,5600
961,2005,435,MAA,715,4301,7489,0,2789760,0,2789760,0,0,0,0,3061
962,2010,435,MAA,957,4802,8718,0,3212166,0,3212166,0,0,0,0,3560
963,1960,436,NIR,1000,9000,10000,0,0,0,2180160,0,0,0,0,1911
964,1965,436,NIR,1500,11134,12780,0,0,0,2770270,0,0,0,0,2228
965,1970,436,NIR,2253,12313,15562,0,0,0,3400711,0,0,0,0,2598
966,1975,436,NIR,2526,13616,19999,0,0,0,3956000,0,0,427,0,3029
967,1980,436,NIR,2800,14920,24640,0,0,0,4915680,0,0,855,0,3531
968,1985,436,NIR,5800,16260,45020,0,0,0,5881120,0,0,1282,0,4117
969,1990,436,NIR,8800,17600,65400,0,0,0,6970000,0,0,1709,0,4800
970,1995,436,NIR,8413,18618,52829,0,0,0,8450430,0,0,2137,0,5596
971,2000,436,NIR,73500,150200,379700,0,9817950,0,9817950,0,0,2564,0,8950
972,2005,436,NIR,86501,176768,446864,0,11590000,0,11590000,0,0,3018,0,10533
973,2010,436,NIR,113153,231233,584548,0,13714412,0,13714412,0,0,3582,0,15200
974,1960,437,CDI,85000,300000,412660,0,0,0,825352,0,31,0,0,79
975,1965,437,CDI,120000,475156,783080,0,0,0,1041210,0,127,0,0,402
976,1970,437,CDI,154420,638313,1372707,0,0,0,1267452,0,509,0,0,2035
977,1975,437,CDI,195160,773056,1940779,0,0,0,1553650,1232,2032,0,0,10276
978,1980,437,CDI,235900,907800,2508854,0,0,0,1966560,2464,3555,0,0,18518
979,1985,437,CDI,190000,990000,3076927,0,0,0,2681910,3697,5077,0,0,26759
